region,price,manufacturer,model,cylinders,fuel,odometer,transmission,drive,type,seats,engine_cc,max_power,age
pune,847000,hyundai,venue,3.0,petrol,9165,manual,fwd,suv,,,,5
pune,660000,tata,punch,3.0,petrol,93447,automatic,fwd,suv,,,,4
pune,602000,honda,wr-v,4.0,petrol,60178,manual,fwd,suv,,,,7
pune,633000,maruti suzuki,vitara brezza,4.0,diesel,81883,manual,fwd,suv,,,,9
pune,206000,hyundai,i10,4.0,petrol,83177,manual,fwd,hatchback,,,,15
pune,205000,hyundai,i10,4.0,petrol,49719,manual,fwd,hatchback,,,,15
pune,438000,honda,jazz,4.0,petrol,48966,manual,fwd,hatchback,,,,8
pune,352000,maruti suzuki,alto k10,3.0,petrol,32836,automatic,fwd,hatchback,,,,9
pune,341000,honda,city,4.0,petrol,116590,automatic,fwd,sedan,,,,14
pune,279000,maruti suzuki,wagon r,3.0,cng,150202,manual,fwd,hatchback,,,,12
pune,820000,hyundai,venue,3.0,petrol,53899,automatic,fwd,suv,,,,7
pune,385000,hyundai,grand i10,4.0,petrol,49488,manual,fwd,hatchback,,,,11
pune,863000,maruti suzuki,ciaz,4.0,petrol,28977,automatic,fwd,sedan,,,,4
pune,548000,tata,tiago jtp,3.0,petrol,31735,manual,fwd,hatchback,,,,7
pune,825000,mahindra,xuv 300,3.0,petrol,10768,manual,fwd,suv,,,,3
pune,442000,hyundai,santro,4.0,cng,61185,manual,fwd,hatchback,,,,7
pune,565000,maruti suzuki,ciaz,4.0,petrol,38624,manual,fwd,sedan,,,,9
pune,256000,maruti suzuki,alto k10,3.0,petrol,52141,manual,fwd,hatchback,,,,11
pune,654000,hyundai,aura,4.0,petrol,35144,manual,fwd,sedan,,,,3
pune,182000,maruti suzuki,wagon r 1.0,3.0,petrol,90887,manual,,hatchback,,,,16
pune,464000,hyundai,grand i10,4.0,cng,68335,manual,fwd,hatchback,,,,7
pune,406000,ford,figo,3.0,petrol,81310,manual,fwd,hatchback,,,,7
pune,1146000,kia,seltos,4.0,petrol,41601,manual,fwd,suv,,,,5
pune,431000,hyundai,grand i10,4.0,petrol,64659,manual,fwd,hatchback,,,,8
pune,233000,hyundai,i10,4.0,petrol,100626,manual,fwd,hatchback,,,,13
pune,862000,honda,city,4.0,petrol,36377,manual,fwd,sedan,,,,5
pune,472000,maruti suzuki,ciaz,4.0,petrol,70816,manual,fwd,sedan,,,,11
pune,327000,maruti suzuki,alto 800,3.0,petrol,30341,manual,fwd,hatchback,,,,6
pune,298000,renault,kwid,3.0,petrol,27186,automatic,fwd,hatchback,,,,10
pune,244000,maruti suzuki,wagon r 1.0,3.0,petrol,43926,manual,,hatchback,,,,14
pune,578000,maruti suzuki,ciaz,4.0,petrol,53660,manual,fwd,sedan,,,,10
pune,599000,volkswagen,vento,4.0,petrol,59624,manual,fwd,sedan,,,,8
pune,456000,honda,jazz,4.0,petrol,67422,manual,fwd,hatchback,,,,9
pune,225000,hyundai,eon,3.0,petrol,28802,manual,fwd,hatchback,,,,12
pune,488000,hyundai,grand i10,4.0,cng,25849,manual,fwd,hatchback,,,,7
pune,1244178,kia,carens,4.0,petrol,22058,manual,fwd,muv,,,,4
pune,1045208,honda,city,4.0,diesel,112059,manual,fwd,sedan,,,,4
pune,842000,hyundai,venue,3.0,petrol,20190,manual,fwd,suv,,,,4
pune,885000,honda,city,4.0,petrol,121242,automatic,fwd,sedan,,,,5
pune,262000,maruti suzuki,alto 800,3.0,petrol,48230,manual,fwd,hatchback,,,,10
pune,529000,renault,kiger,3.0,petrol,9432,manual,,suv,,,,2
pune,1184000,toyota,corolla altis,4.0,diesel,85419,manual,fwd,sedan,,,,8
pune,231000,renault,kwid,3.0,petrol,75792,manual,fwd,hatchback,,,,10
pune,782000,maruti suzuki,baleno,4.0,petrol,21441,manual,fwd,hatchback,,,,3
pune,1225000,skoda,kushaq,3.0,petrol,42207,manual,fwd,suv,,,,4
pune,1476425,mg motors,hector,4.0,diesel,71045,manual,fwd,suv,,,,5
pune,212000,renault,kwid,3.0,petrol,79189,manual,fwd,hatchback,,,,10
pune,536000,maruti suzuki,dzire,4.0,petrol,119495,automatic,fwd,sedan,,,,8
pune,220000,maruti suzuki,wagon r 1.0,3.0,petrol,62162,manual,,hatchback,,,,14
pune,347000,maruti suzuki,wagon r,3.0,petrol,46160,manual,fwd,hatchback,,,,10
pune,217000,ford,figo,4.0,petrol,91635,manual,fwd,hatchback,,,,13
pune,1000000,hyundai,venue,4.0,petrol,2125,manual,fwd,suv,,,,2
pune,230000,hyundai,eon,3.0,petrol,40458,manual,,hatchback,,,,12
pune,1071000,volkswagen,taigun,3.0,petrol,37641,automatic,fwd,suv,,,,4
pune,302000,toyota,etios,4.0,petrol,93938,manual,fwd,sedan,,,,13
pune,713000,tata,nexon,3.0,petrol,120311,manual,fwd,suv,,,,5
pune,592000,maruti suzuki,dzire,4.0,petrol,48414,automatic,fwd,sedan,,,,5
pune,1088683,tata,nexon,4.0,diesel,56498,manual,fwd,suv,,,,3
pune,586000,honda,wr-v,4.0,petrol,47415,manual,fwd,suv,,,,9
pune,412000,honda,mobilio,4.0,petrol,77257,manual,fwd,muv,,,,11
pune,340000,hyundai,i10,4.0,petrol,44595,manual,fwd,hatchback,,,,10
pune,220000,maruti suzuki,wagon r,3.0,petrol,60247,manual,fwd,hatchback,,,,12
pune,357000,hyundai,xcent,4.0,petrol,62250,manual,fwd,sedan,,,,12
pune,212000,maruti suzuki,wagon r 1.0,3.0,petrol,92707,manual,,hatchback,,,,15
pune,396000,volkswagen,polo,3.0,petrol,113916,manual,fwd,hatchback,,,,10
pune,1192668,honda,city,4.0,petrol,49241,automatic,fwd,sedan,,,,4
pune,725000,hyundai,venue,3.0,petrol,73535,manual,fwd,suv,,,,7
pune,539000,nissan,magnite,3.0,petrol,43860,manual,fwd,suv,,,,5
pune,348000,honda,amaze,4.0,petrol,36864,manual,fwd,sedan,,,,12
pune,528000,honda,city,4.0,petrol,63887,manual,fwd,sedan,,,,12
pune,422000,honda,amaze,4.0,petrol,89640,automatic,fwd,sedan,,,,11
pune,1235133,volkswagen,virtus,3.0,petrol,17792,manual,fwd,sedan,,,,2
pune,443000,hyundai,elite i20,4.0,petrol,85489,manual,fwd,hatchback,,,,11
pune,1785583,kia,seltos,4.0,petrol,28256,automatic,fwd,suv,,,,3
pune,471000,honda,city,4.0,petrol,91361,automatic,fwd,sedan,,,,11
pune,1048254,hyundai,venue,3.0,petrol,22530,automatic,fwd,suv,,,,4
pune,614000,maruti suzuki,swift,4.0,petrol,72222,automatic,fwd,hatchback,,,,7
pune,460000,honda,city,4.0,petrol,74532,manual,fwd,sedan,,,,11
pune,2104000,skoda,octavia,4.0,petrol,51961,automatic,fwd,sedan,,,,5
pune,939000,honda,city,4.0,petrol,46465,manual,fwd,sedan,,,,5
pune,318000,maruti suzuki,celerio,3.0,petrol,39894,automatic,fwd,hatchback,,,,12
pune,1052278,honda,city,4.0,petrol,48541,automatic,fwd,sedan,,,,5
pune,1414955,kia,seltos,4.0,petrol,23154,manual,fwd,suv,,,,4
pune,917000,kia,seltos,4.0,petrol,51947,manual,fwd,suv,,,,7
pune,917000,kia,sonet,3.0,petrol,41667,manual,fwd,suv,,,,5
pune,468000,hyundai,grand i10,4.0,petrol,40365,automatic,fwd,hatchback,,,,9
pune,272000,nissan,micra active,3.0,petrol,36024,manual,fwd,hatchback,,,,12
pune,301000,maruti suzuki,wagon r,3.0,petrol,50293,manual,fwd,hatchback,,,,10
pune,249000,nissan,micra active,3.0,petrol,75318,manual,fwd,hatchback,,,,13
pune,246000,datsun,redi-go,3.0,petrol,49621,manual,fwd,hatchback,,,,8
pune,477000,ford,figo aspire,3.0,petrol,72356,manual,fwd,sedan,,,,6
pune,450000,maruti suzuki,celerio,3.0,cng,28976,manual,fwd,hatchback,,,,8
pune,191000,maruti suzuki,wagon r 1.0,3.0,petrol,60925,manual,,hatchback,,,,16
pune,345000,hyundai,grand i10,4.0,petrol,43929,manual,fwd,hatchback,,,,11
pune,1319000,skoda,slavia,4.0,petrol,36788,automatic,fwd,sedan,,,,4
pune,269000,maruti suzuki,wagon r,3.0,petrol,100742,manual,fwd,hatchback,,,,11
pune,300000,maruti suzuki,wagon r stingray,3.0,petrol,51970,manual,fwd,hatchback,,,,12
pune,352000,maruti suzuki,alto k10,3.0,petrol,53046,automatic,fwd,hatchback,,,,8
pune,229000,hyundai,i10,4.0,petrol,56834,manual,fwd,hatchback,,,,13
pune,378000,hyundai,grand i10,4.0,petrol,99978,manual,fwd,hatchback,,,,9
pune,217000,datsun,redi-go,3.0,petrol,33838,manual,fwd,hatchback,,,,10
pune,732000,tata,nexon,3.0,petrol,29328,manual,fwd,suv,,,,3
pune,1221905,mahindra,thar,4.0,petrol,69098,automatic,4wd,suv,,,,4
pune,439000,maruti suzuki,baleno,4.0,petrol,36648,manual,fwd,hatchback,,,,10
pune,235000,hyundai,i10,4.0,petrol,56724,manual,fwd,hatchback,,,,12
pune,1634995,skoda,superb,4.0,petrol,62875,automatic,fwd,sedan,,,,7
pune,327000,maruti suzuki,wagon r,3.0,petrol,65055,manual,fwd,hatchback,,,,8
pune,424000,maruti suzuki,wagon r 1.2,4.0,petrol,60745,automatic,fwd,hatchback,,,,7
pune,386000,hyundai,grand i10,4.0,petrol,67896,manual,fwd,hatchback,,,,9
pune,581000,hyundai,verna,4.0,petrol,90330,automatic,fwd,sedan,,,,9
pune,971000,tata,harrier,4.0,diesel,78614,manual,fwd,suv,,,,7
pune,289000,tata,zest,4.0,petrol,123093,manual,fwd,sedan,,,,11
pune,433000,hyundai,grand i10,4.0,petrol,72199,automatic,fwd,hatchback,,,,10
pune,947000,tata,nexon,4.0,diesel,48499,manual,fwd,suv,,,,5
pune,300000,maruti suzuki,wagon r,3.0,petrol,68911,manual,fwd,hatchback,,,,11
pune,1100803,hyundai,venue,4.0,diesel,62745,manual,fwd,suv,,,,3
pune,456000,ford,freestyle,3.0,petrol,56215,manual,fwd,crossover,,,,8
pune,686000,tata,nexon,3.0,petrol,37275,manual,fwd,suv,,,,7
pune,346000,tata,zest,4.0,petrol,63527,manual,fwd,sedan,,,,11
pune,274000,maruti suzuki,alto 800,3.0,petrol,40381,manual,fwd,hatchback,,,,8
pune,372000,maruti suzuki,celerio,3.0,petrol,37280,manual,fwd,hatchback,,,,7
pune,723000,tata,altroz,3.0,petrol,14861,manual,fwd,hatchback,,,,4
pune,338000,maruti suzuki,swift,4.0,petrol,41407,manual,fwd,hatchback,,,,12
pune,1067444,hyundai,venue,3.0,petrol,10563,automatic,fwd,suv,,,,4
pune,1090703,kia,seltos,4.0,petrol,50738,manual,fwd,suv,,,,4
pune,265000,hyundai,i10,4.0,petrol,23312,manual,fwd,hatchback,,,,13
pune,318000,nissan,micra active,3.0,petrol,40866,manual,fwd,hatchback,,,,10
pune,198000,maruti suzuki,wagon r,3.0,petrol,74183,manual,,hatchback,,,,15
pune,958000,kia,seltos,4.0,petrol,12150,manual,fwd,suv,,,,4
pune,890000,tata,nexon,3.0,petrol,28598,manual,fwd,suv,,,,3
pune,302000,hyundai,grand i10,4.0,petrol,123284,manual,fwd,hatchback,,,,12
pune,486000,ford,freestyle,3.0,petrol,35723,manual,fwd,crossover,,,,8
pune,1639000,skoda,karoq,4.0,petrol,64408,automatic,fwd,suv,,,,6
pune,600000,maruti suzuki,ciaz,4.0,petrol,36975,automatic,fwd,sedan,,,,9
pune,213000,maruti suzuki,alto 800,3.0,petrol,53749,manual,fwd,hatchback,,,,11
pune,319000,hyundai,xcent,4.0,petrol,77445,manual,fwd,sedan,,,,12
pune,264000,maruti suzuki,alto 800,3.0,petrol,18519,manual,fwd,hatchback,,,,10
pune,1062378,tata,nexon,4.0,diesel,41865,automatic,fwd,suv,,,,3
pune,1141000,volkswagen,taigun,3.0,petrol,45368,manual,fwd,suv,,,,4
pune,165000,chevrolet,spark,4.0,petrol,56458,manual,fwd,hatchback,,,,12
pune,324000,maruti suzuki,wagon r 1.0,3.0,petrol,52301,automatic,fwd,hatchback,,,,9
pune,394000,honda,amaze,4.0,petrol,66663,manual,fwd,sedan,,,,10
pune,342000,hyundai,grand i10,4.0,petrol,43372,manual,fwd,hatchback,,,,12
pune,248000,maruti suzuki,alto k10,3.0,petrol,27164,manual,fwd,hatchback,,,,10
pune,424000,maruti suzuki,celerio,3.0,petrol,47201,automatic,fwd,hatchback,,,,8
pune,206000,hyundai,i10,4.0,petrol,45299,manual,fwd,hatchback,,,,14
pune,1112000,tata,nexon,3.0,petrol,11681,automatic,fwd,suv,,,,2
pune,1105755,hyundai,creta,4.0,diesel,81839,automatic,fwd,suv,,,,7
pune,448000,maruti suzuki,s-presso,3.0,petrol,14128,manual,fwd,hatchback,,,,3
pune,565000,hyundai,grand i10 nios,4.0,petrol,24948,manual,fwd,hatchback,,,,4
pune,972000,skoda,kushaq,3.0,petrol,32934,manual,fwd,suv,,,,4
pune,342000,hyundai,grand i10,4.0,petrol,40543,manual,fwd,hatchback,,,,10
pune,376000,hyundai,grand i10,4.0,petrol,62079,manual,fwd,hatchback,,,,11
pune,706000,tata,nexon,4.0,diesel,99169,automatic,fwd,suv,,,,8
pune,530000,maruti suzuki,baleno,4.0,petrol,41721,automatic,fwd,hatchback,,,,10
pune,300000,maruti suzuki,wagon r,3.0,cng,75946,manual,fwd,hatchback,,,,13
pune,324000,honda,city,4.0,petrol,87286,manual,fwd,sedan,,,,14
pune,323000,maruti suzuki,swift,4.0,petrol,39255,manual,fwd,hatchback,,,,14
pune,745000,honda,city,4.0,petrol,103372,manual,fwd,sedan,,,,4
pune,438000,hyundai,elite i20,4.0,petrol,118523,manual,fwd,hatchback,,,,9
pune,1542173,kia,carens,4.0,diesel,61599,automatic,fwd,muv,,,,4
pune,742000,tata,punch,3.0,petrol,11410,automatic,fwd,suv,,,,4
pune,1118000,honda,city,4.0,petrol,39759,manual,fwd,sedan,,,,3
pune,569000,tata,tiago,3.0,petrol,29848,manual,fwd,hatchback,,,,4
pune,239000,ford,figo,4.0,petrol,36094,manual,fwd,hatchback,,,,12
pune,206000,renault,kwid,3.0,petrol,72285,manual,fwd,hatchback,,,,11
pune,345000,maruti suzuki,swift dzire,4.0,petrol,110670,manual,fwd,sedan,,,,11
pune,432000,honda,amaze,4.0,petrol,47477,manual,fwd,sedan,,,,10
pune,817000,mahindra,xuv 300,3.0,petrol,82281,manual,fwd,suv,,,,4
pune,402000,hyundai,grand i10,4.0,petrol,38241,automatic,fwd,hatchback,,,,13
pune,238000,maruti suzuki,alto 800,3.0,petrol,74692,manual,fwd,hatchback,,,,10
pune,230000,renault,kwid,3.0,petrol,64742,manual,fwd,hatchback,,,,10
pune,758000,maruti suzuki,ciaz,4.0,petrol,116239,automatic,fwd,sedan,,,,5
pune,224000,maruti suzuki,alto 800,3.0,petrol,22845,manual,fwd,hatchback,,,,11
pune,364000,hyundai,xcent,4.0,petrol,93853,manual,fwd,sedan,,,,11
pune,801000,hyundai,exter,4.0,petrol,21058,automatic,fwd,suv,,,,2
pune,247000,maruti suzuki,alto 800,3.0,petrol,28517,manual,fwd,hatchback,,,,11
pune,348000,maruti suzuki,alto k10,3.0,petrol,8793,automatic,fwd,hatchback,,,,8
pune,228000,maruti suzuki,alto 800,3.0,petrol,47615,manual,fwd,hatchback,,,,11
pune,327000,mahindra,kuv100,3.0,petrol,47492,manual,fwd,crossover,,,,9
pune,381000,hyundai,grand i10,4.0,petrol,92439,manual,fwd,hatchback,,,,9
pune,279000,nissan,micra active,3.0,petrol,87278,manual,fwd,hatchback,,,,11
pune,482000,tata,tiago,3.0,petrol,62834,manual,fwd,hatchback,,,,6
pune,783000,maruti suzuki,vitara brezza,4.0,diesel,41307,automatic,fwd,suv,,,,8
pune,1081613,kia,sonet,4.0,diesel,28189,manual,fwd,suv,,,,4
pune,328000,hyundai,grand i10,4.0,petrol,106118,manual,fwd,hatchback,,,,11
pune,504000,hyundai,xcent,4.0,petrol,70469,manual,fwd,sedan,,,,7
pune,670000,tata,nexon,4.0,diesel,106783,automatic,fwd,suv,,,,8
pune,244000,renault,kwid,3.0,petrol,123971,manual,fwd,hatchback,,,,8
pune,1091000,volkswagen,taigun,3.0,petrol,40703,automatic,fwd,suv,,,,4
pune,1153278,honda,city,4.0,petrol,25750,automatic,fwd,sedan,,,,4
pune,292000,hyundai,eon,3.0,petrol,51195,manual,fwd,hatchback,,,,9
pune,230000,hyundai,eon,3.0,petrol,101309,manual,,hatchback,,,,10
pune,214000,maruti suzuki,alto 800,3.0,petrol,82574,manual,fwd,hatchback,,,,11
pune,514000,honda,wr-v,4.0,petrol,78355,manual,fwd,suv,,,,9
pune,759000,renault,duster,4.0,petrol,36547,manual,fwd,suv,,,,5
pune,727000,tata,punch,3.0,petrol,21314,automatic,fwd,suv,,,,4
pune,238000,renault,kwid,3.0,petrol,64203,manual,fwd,hatchback,,,,10
pune,1588955,kia,carens,4.0,petrol,9102,manual,fwd,muv,,,,3
pune,507000,volkswagen,vento,4.0,petrol,41995,manual,fwd,sedan,,,,11
pune,966000,maruti suzuki,brezza,4.0,petrol,33467,manual,fwd,suv,,,,3
pune,501000,ford,figo aspire,3.0,petrol,45839,manual,fwd,sedan,,,,6
pune,212000,hyundai,i10,4.0,petrol,50724,manual,fwd,hatchback,,,,15
pune,413000,hyundai,xcent,4.0,petrol,33343,automatic,fwd,sedan,,,,12
pune,694000,tata,tiago,3.0,cng,24892,manual,fwd,hatchback,,,,2
pune,474000,volkswagen,polo,3.0,petrol,71649,manual,fwd,hatchback,,,,9
pune,266000,honda,brio,4.0,petrol,54485,manual,fwd,hatchback,,,,12
pune,979000,kia,seltos,4.0,petrol,82281,automatic,fwd,suv,,,,6
pune,169000,tata,nano,2.0,petrol,36832,manual,rwd,hatchback,,,,12
pune,247000,hyundai,i10,4.0,petrol,42110,manual,,hatchback,,,,13
pune,359000,honda,brio,4.0,petrol,60944,manual,fwd,hatchback,,,,10
pune,1149000,maruti suzuki,grand vitara,4.0,petrol,43239,manual,fwd,suv,,,,3
pune,587000,volkswagen,vento,4.0,diesel,113167,automatic,fwd,sedan,,,,11
pune,236000,honda,brio,4.0,petrol,74152,manual,,hatchback,,,,14
pune,184000,hyundai,i10,4.0,petrol,75878,manual,,hatchback,,,,15
pune,1142000,honda,city,4.0,petrol,59777,automatic,fwd,sedan,,,,4
pune,408000,tata,tiago,3.0,petrol,54938,automatic,fwd,hatchback,,,,8
pune,985000,tata,hexa,4.0,diesel,101748,automatic,rwd,suv,,,,8
pune,203000,ford,figo,4.0,petrol,67645,manual,fwd,hatchback,,,,15
pune,850000,renault,kiger,3.0,petrol,23510,automatic,fwd,suv,,,,3
pune,472000,hyundai,elite i20,4.0,petrol,83926,manual,fwd,hatchback,,,,10
pune,262000,datsun,redi-go,3.0,petrol,30577,manual,fwd,hatchback,,,,8
pune,753000,hyundai,venue,3.0,petrol,117348,automatic,fwd,suv,,,,7
pune,826000,maruti suzuki,fronx,4.0,petrol,10816,automatic,fwd,suv,,,,2
pune,495000,ford,ecosport,4.0,petrol,65068,manual,fwd,suv,,,,10
pune,429000,maruti suzuki,alto k10,3.0,cng,43938,manual,fwd,hatchback,,,,4
pune,281000,maruti suzuki,alto 800,3.0,petrol,55534,manual,fwd,hatchback,,,,8
pune,527000,maruti suzuki,ciaz,4.0,petrol,103637,automatic,fwd,sedan,,,,10
pune,1137000,hyundai,venue,4.0,diesel,45418,manual,fwd,suv,,,,3
pune,510000,hyundai,xcent,4.0,petrol,32394,manual,fwd,sedan,,,,7
pune,218000,hyundai,i10,4.0,petrol,64111,manual,fwd,hatchback,,,,15
pune,448000,honda,jazz,4.0,petrol,53338,manual,fwd,hatchback,,,,10
pune,518000,volkswagen,vento,4.0,diesel,120810,manual,fwd,sedan,,,,11
pune,1024000,maruti suzuki,brezza,4.0,petrol,10235,automatic,fwd,suv,,,,2
pune,389000,maruti suzuki,swift,4.0,petrol,83849,manual,fwd,hatchback,,,,10
pune,347000,honda,amaze,4.0,petrol,70769,manual,fwd,sedan,,,,12
pune,227000,honda,brio,4.0,petrol,53411,manual,fwd,hatchback,,,,13
pune,163000,tata,nano,2.0,petrol,35588,manual,rwd,hatchback,,,,12
pune,415000,hyundai,xcent,4.0,petrol,54695,automatic,fwd,sedan,,,,12
pune,565000,toyota,etios liva,4.0,diesel,55546,manual,fwd,hatchback,,,,10
pune,168000,tata,nano,2.0,petrol,41066,manual,rwd,hatchback,,,,11
pune,335000,hyundai,grand i10,4.0,petrol,42974,manual,fwd,hatchback,,,,12
pune,798000,hyundai,creta,4.0,petrol,40763,manual,fwd,suv,,,,8
pune,220000,maruti suzuki,alto 800,3.0,petrol,65561,manual,fwd,hatchback,,,,10
pune,476000,honda,city,4.0,petrol,113657,manual,fwd,sedan,,,,11
pune,529000,maruti suzuki,ciaz,4.0,petrol,61343,manual,fwd,sedan,,,,10
pune,410000,tata,tiago,3.0,petrol,26527,manual,fwd,hatchback,,,,8
pune,739000,kia,sonet,3.0,petrol,42013,manual,fwd,suv,,,,5
pune,317000,maruti suzuki,wagon r,3.0,cng,118236,manual,fwd,hatchback,,,,11
pune,1732000,kia,seltos,4.0,petrol,20764,automatic,fwd,suv,,,,3
pune,410000,hyundai,elite i20,4.0,petrol,102895,manual,fwd,hatchback,,,,11
pune,1592955,kia,seltos,4.0,diesel,43276,automatic,fwd,suv,,,,4
pune,388000,renault,kwid,3.0,petrol,33352,manual,fwd,hatchback,,,,4
pune,337000,maruti suzuki,alto 800,3.0,petrol,33738,manual,fwd,hatchback,,,,4
pune,824000,mahindra,xuv 300,4.0,diesel,84108,manual,fwd,suv,,,,7
pune,499000,hyundai,xcent,4.0,petrol,65875,manual,fwd,sedan,,,,7
pune,332000,volkswagen,vento,4.0,petrol,104335,manual,fwd,sedan,,,,13
pune,398000,tata,tiago,3.0,petrol,81430,manual,fwd,hatchback,,,,8
pune,474000,maruti suzuki,ciaz,4.0,petrol,54958,manual,fwd,sedan,,,,10
pune,199000,maruti suzuki,alto k10,3.0,petrol,56762,manual,fwd,hatchback,,,,14
pune,346000,nissan,micra active,3.0,petrol,35904,manual,fwd,hatchback,,,,9
pune,850000,hyundai,venue,3.0,petrol,20224,manual,fwd,suv,,,,4
pune,909000,maruti suzuki,xl6,4.0,petrol,52954,automatic,fwd,muv,,,,5
pune,421000,toyota,etios liva,4.0,petrol,34393,manual,fwd,hatchback,,,,8
pune,625000,tata,nexon,3.0,petrol,80349,automatic,fwd,suv,,,,7
pune,315000,maruti suzuki,wagon r 1.0,3.0,petrol,112302,automatic,fwd,hatchback,,,,9
pune,210000,hyundai,i10,4.0,petrol,34412,manual,,hatchback,,,,15
pune,1150000,kia,seltos,4.0,petrol,72931,automatic,fwd,suv,,,,6
pune,982000,hyundai,venue,4.0,petrol,11046,manual,fwd,suv,,,,2
pune,669000,tata,altroz,3.0,petrol,33267,manual,fwd,hatchback,,,,4
pune,273000,maruti suzuki,alto k10,3.0,petrol,48284,automatic,fwd,hatchback,,,,10
pune,495000,hyundai,grand i10 nios,4.0,cng,103746,manual,fwd,hatchback,,,,5
pune,1783563,tata,safari,4.0,diesel,45534,automatic,fwd,suv,,,,4
pune,958000,tata,nexon,3.0,petrol,17891,manual,fwd,suv,,,,3
pune,436000,hyundai,elite i20,4.0,petrol,56964,manual,fwd,hatchback,,,,11
pune,532000,maruti suzuki,dzire,4.0,petrol,48760,automatic,fwd,sedan,,,,9
pune,1600000,mahindra,xuv700,4.0,petrol,91479,automatic,fwd,suv,,,,5
pune,406000,honda,mobilio,4.0,petrol,118254,manual,fwd,muv,,,,11
pune,481000,hyundai,grand i10,4.0,petrol,20358,manual,fwd,hatchback,,,,7
pune,416000,hyundai,santro,4.0,cng,97154,manual,fwd,hatchback,,,,7
pune,583000,honda,wr-v,4.0,petrol,109359,manual,fwd,suv,,,,4
pune,215000,maruti suzuki,alto k10,3.0,petrol,44130,manual,fwd,hatchback,,,,13
pune,406000,hyundai,xcent,4.0,petrol,50675,manual,fwd,sedan,,,,11
pune,551000,honda,amaze,4.0,petrol,32270,manual,fwd,sedan,,,,8
pune,425000,hyundai,grand i10,4.0,petrol,79593,manual,fwd,hatchback,,,,8
pune,1092000,tata,harrier,4.0,diesel,85069,manual,fwd,suv,,,,7
pune,394000,honda,jazz,4.0,petrol,62674,manual,fwd,hatchback,,,,10
pune,751000,renault,duster,4.0,petrol,42320,manual,fwd,suv,,,,5
pune,1082000,hyundai,venue,4.0,diesel,36034,manual,fwd,suv,,,,4
pune,551000,tata,nexon,3.0,petrol,120696,manual,fwd,suv,,,,8
pune,210000,renault,kwid,3.0,petrol,114612,manual,fwd,hatchback,,,,10
pune,463000,maruti suzuki,baleno,4.0,petrol,51814,manual,fwd,hatchback,,,,9
pune,232000,datsun,redi-go,3.0,petrol,27754,manual,fwd,hatchback,,,,9
pune,582000,honda,wr-v,4.0,petrol,102802,manual,fwd,suv,,,,4
pune,262000,nissan,sunny,4.0,petrol,58280,manual,fwd,sedan,,,,14
pune,551000,tata,tiago,3.0,petrol,36624,manual,fwd,hatchback,,,,5
pune,1253000,mahindra,thar,4.0,petrol,7061,automatic,rwd,suv,,,,3
pune,198000,hyundai,i10,4.0,petrol,78030,manual,,hatchback,,,,14
pune,628000,honda,city,4.0,petrol,53182,automatic,fwd,sedan,,,,10
pune,225000,ford,figo,4.0,petrol,72657,manual,fwd,hatchback,,,,13
pune,453000,maruti suzuki,baleno,4.0,petrol,85488,manual,fwd,hatchback,,,,9
pune,268000,maruti suzuki,alto k10,3.0,petrol,116587,manual,fwd,hatchback,,,,7
pune,459000,volkswagen,polo,4.0,petrol,41561,automatic,fwd,hatchback,,,,12
pune,769000,hyundai,new i20,4.0,cng,41000,manual,,hatchback,,,,3
pune,725000,hyundai,verna,4.0,petrol,101925,automatic,fwd,sedan,,,,8
pune,556000,honda,wr-v,4.0,petrol,88095,manual,fwd,suv,,,,8
pune,315000,maruti suzuki,wagon r 1.0,3.0,cng,71095,manual,fwd,hatchback,,,,11
pune,1207000,tata,nexon,3.0,petrol,13311,automatic,fwd,suv,,,,2
pune,234000,datsun,redi-go,3.0,petrol,21371,manual,fwd,hatchback,,,,9
pune,1942000,toyota,urban cruiser hyryder,3.0,hybrid,22618,automatic,fwd,suv,,,,2
pune,544000,hyundai,elite i20,4.0,cng,49053,manual,fwd,hatchback,,,,7
pune,370000,volkswagen,polo,3.0,petrol,126386,manual,fwd,hatchback,,,,12
pune,295000,maruti suzuki,wagon r,3.0,petrol,36031,manual,fwd,hatchback,,,,11
pune,512000,volkswagen,ameo,4.0,diesel,112333,automatic,fwd,sedan,,,,9
pune,383000,tata,tiago,3.0,petrol,25531,manual,fwd,hatchback,,,,10
pune,360000,ford,figo,4.0,petrol,46474,manual,fwd,hatchback,,,,10
pune,703000,renault,duster,4.0,petrol,25827,manual,fwd,suv,,,,6
pune,1041000,skoda,kushaq,3.0,petrol,22536,manual,fwd,suv,,,,3
pune,410000,hyundai,new santro 1.1,4.0,petrol+cng,98368,manual,fwd,hatchback,,,,7
pune,719000,hyundai,verna,4.0,petrol,51392,manual,fwd,sedan,,,,8
pune,1371000,mahindra,thar,4.0,diesel,27152,manual,4wd,suv,,,,3
pune,1967000,mahindra,xuv700,4.0,diesel,22359,automatic,fwd,suv,,,,2
pune,2261293,skoda,superb,4.0,petrol,92736,automatic,fwd,sedan,,,,5
pune,507000,ford,ecosport,4.0,petrol,45673,manual,fwd,suv,,,,9
pune,329000,nissan,micra,3.0,petrol,76572,automatic,fwd,hatchback,,,,10
pune,1031000,maruti suzuki,xl6,4.0,petrol,87471,automatic,fwd,muv,,,,4
pune,906000,hyundai,venue,3.0,petrol,36791,manual,fwd,suv,,,,4
