type,transmission,fuel,price,engine_cc,max_power,cylinders,seats,model,manufacturer,odometer,region,drive,age
sedan,manual,diesel,600000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,13974,new delhi,fwd,12
sedan,manual,diesel,500000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,86983,ghaziabad,fwd,9
hatchback,manual,diesel,270000.0,1248.0,74.0,4.0,5.0,swift,maruti,126193,noida,fwd,12
sedan,manual,diesel,397000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,118529,new delhi,fwd,11
muv,manual,diesel,418000.0,1248.0,88.76,4.0,7.0,ertiga,maruti,62512,ghaziabad,fwd,12
suv,manual,diesel,650000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,61444,new delhi,fwd,9
sedan,manual,diesel,250000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,106294,ghaziabad,fwd,12
hatchback,manual,diesel,409999.99999999994,1248.0,74.0,4.0,5.0,swift,maruti,82923,noida,fwd,11
sedan,manual,diesel,275000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,39769,new delhi,fwd,12
hatchback,manual,diesel,330000.0,1248.0,74.0,4.0,5.0,swift,maruti,134387,ghaziabad,fwd,12
sedan,manual,diesel,377000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,217029,noida,fwd,11
sedan,manual,diesel,325000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,109847,new delhi,fwd,12
sedan,manual,diesel,400000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,39665,ghaziabad,fwd,12
hatchback,manual,diesel,240000.0,1248.0,73.94,4.0,5.0,ritz,maruti,137766,new delhi,fwd,12
sedan,manual,diesel,380000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,147700,new delhi,fwd,11
suv,manual,diesel,450000.0,1598.0,118.0,4.0,5.0,sx4 s cross,maruti,97433,ghaziabad,fwd,11
hatchback,manual,diesel,356000.0,1248.0,74.0,4.0,5.0,swift,maruti,43373,ghaziabad,fwd,12
hatchback,manual,diesel,300000.0,1248.0,74.0,4.0,5.0,swift,maruti,190582,noida,fwd,12
suv,manual,diesel,700000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,83668,noida,fwd,10
suv,manual,diesel,494000.00000000006,1248.0,88.5,4.0,5.0,vitara brezza,maruti,107742,ghaziabad,fwd,10
hatchback,manual,diesel,170000.0,1248.0,73.9,4.0,5.0,ritz,maruti,188148,noida,fwd,15
hatchback,manual,diesel,405000.0,1248.0,74.0,4.0,5.0,swift,maruti,59384,ghaziabad,fwd,11
suv,manual,diesel,621000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,73856,noida,fwd,9
suv,manual,diesel,550000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,34933,noida,fwd,9
sedan,manual,diesel,550000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,93909,new delhi,fwd,12
sedan,manual,diesel,350000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,209690,ghaziabad,fwd,12
suv,manual,diesel,694000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,100424,noida,fwd,9
hatchback,manual,diesel,330000.0,1248.0,73.94,4.0,5.0,ritz,maruti,58446,ghaziabad,fwd,11
sedan,manual,diesel,350000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,104965,new delhi,fwd,11
sedan,manual,diesel,375000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,247274,ghaziabad,fwd,11
hatchback,manual,diesel,375000.0,1248.0,74.0,4.0,5.0,swift,maruti,102780,noida,fwd,11
sedan,manual,diesel,1005000.0000000001,1248.0,88.5,4.0,5.0,ciaz,maruti,60603,new delhi,fwd,7
suv,manual,diesel,758000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,33937,noida,fwd,8
sedan,automatic,diesel,648000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,24577,noida,fwd,9
hatchback,manual,diesel,385000.0,1248.0,74.0,4.0,5.0,swift,maruti,69946,new delhi,fwd,11
suv,manual,diesel,771000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,28333,noida,fwd,8
suv,manual,diesel,841000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,41494,noida,fwd,7
suv,manual,diesel,600000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,119554,new delhi,fwd,10
sedan,manual,diesel,467000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,81060,noida,fwd,11
suv,manual,diesel,570000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,71720,new delhi,fwd,10
suv,manual,diesel,450000.0,1248.0,88.5,4.0,5.0,sx4 s cross,maruti,76448,new delhi,fwd,11
suv,automatic,diesel,980000.0000000001,1248.0,88.5,4.0,5.0,vitara brezza,maruti,34477,new delhi,fwd,8
sedan,manual,diesel,254999.99999999997,1248.0,74.0,4.0,5.0,swift dzire,maruti,166263,new delhi,fwd,11
suv,manual,diesel,916000.0,1248.0,88.5,4.0,5.0,sx4 s cross,maruti,50363,new delhi,fwd,8
sedan,manual,diesel,605000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,61202,new delhi,fwd,9
sedan,manual,diesel,395000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,140008,new delhi,fwd,11
muv,manual,diesel,500000.0,1248.0,88.5,4.0,7.0,ertiga,maruti,51626,new delhi,fwd,10
sedan,manual,diesel,525000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,46056,new delhi,fwd,9
suv,manual,diesel,603000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,42019,new delhi,fwd,10
suv,manual,diesel,787000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,48334,new delhi,fwd,8
suv,manual,diesel,624000.0,1248.0,88.5,4.0,5.0,sx4 s cross,maruti,56000,new delhi,fwd,9
sedan,manual,diesel,300000.0,1248.0,88.73,4.0,5.0,sx4,maruti,99201,noida,fwd,13
suv,manual,diesel,727000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,40219,new delhi,fwd,8
suv,automatic,diesel,851000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,57238,new delhi,fwd,8
sedan,automatic,diesel,645000.0,1248.0,74.02,4.0,5.0,swift dzire,maruti,82437,new delhi,fwd,8
suv,manual,diesel,698000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,66935,new delhi,fwd,7
suv,manual,diesel,744000.0,1248.0,88.5,4.0,5.0,sx4 s cross,maruti,28000,new delhi,fwd,8
suv,automatic,diesel,800000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,48000,new delhi,fwd,8
sedan,manual,diesel,450000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,122402,new delhi,fwd,10
hatchback,manual,diesel,280000.0,1248.0,74.0,4.0,5.0,swift,maruti,77456,ghaziabad,fwd,12
suv,manual,diesel,772000.0,1248.0,88.5,4.0,5.0,sx4 s cross,maruti,52374,noida,fwd,7
hatchback,manual,diesel,400000.0,1248.0,74.0,4.0,5.0,swift,maruti,95415,noida,fwd,12
hatchback,manual,diesel,350000.0,1248.0,74.0,4.0,5.0,swift,maruti,162725,ghaziabad,fwd,13
suv,automatic,diesel,750000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,134695,noida,fwd,7
sedan,manual,diesel,500000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,52264,new delhi,fwd,10
sedan,manual,diesel,360000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,69427,new delhi,fwd,11
sedan,manual,diesel,520000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,53867,new delhi,fwd,10
suv,manual,diesel,700000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,82429,new delhi,fwd,10
sedan,manual,diesel,265000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,100273,ghaziabad,fwd,12
sedan,manual,diesel,600000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,68212,noida,fwd,11
suv,manual,diesel,650000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,79232,noida,fwd,8
sedan,manual,diesel,596000.0,1248.0,74.02,4.0,5.0,swift dzire,maruti,47925,ghaziabad,fwd,8
sedan,manual,diesel,368000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,63516,noida,fwd,12
muv,manual,diesel,500000.0,1248.0,88.76,4.0,7.0,ertiga,maruti,120735,new delhi,fwd,11
sedan,manual,diesel,450000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,37187,ghaziabad,fwd,11
sedan,manual,diesel,550000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,78002,noida,fwd,10
sedan,manual,diesel,550000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,26941,new delhi,fwd,9
muv,manual,diesel,500000.0,1248.0,88.5,4.0,7.0,ertiga,maruti,123623,new delhi,fwd,10
sedan,manual,diesel,560000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,42403,new delhi,fwd,10
hatchback,manual,diesel,450000.0,1248.0,74.0,4.0,5.0,baleno,maruti,52028,new delhi,fwd,9
sedan,automatic,diesel,600000.0,1248.0,74.02,4.0,5.0,swift dzire,maruti,66666,ghaziabad,fwd,8
hatchback,manual,diesel,399000.0,1248.0,74.0,4.0,5.0,swift,maruti,94787,new delhi,fwd,11
sedan,manual,diesel,350000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,102644,noida,fwd,11
muv,manual,diesel,550000.0,1248.0,88.5,4.0,7.0,ertiga,maruti,146373,new delhi,fwd,9
sedan,manual,diesel,300000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,46503,ghaziabad,fwd,11
hatchback,manual,diesel,350000.0,1248.0,74.0,4.0,5.0,swift,maruti,103127,new delhi,fwd,11
suv,manual,diesel,400000.0,1248.0,88.5,4.0,5.0,sx4 s cross,maruti,94965,ghaziabad,fwd,10
sedan,manual,diesel,400000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,57916,new delhi,fwd,12
sedan,manual,diesel,575000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,74892,new delhi,fwd,10
sedan,manual,diesel,500000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,95360,ghaziabad,fwd,9
suv,manual,diesel,730000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,48485,noida,fwd,8
suv,manual,diesel,560000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,72632,new delhi,fwd,9
muv,manual,diesel,750000.0,1248.0,88.5,4.0,7.0,ertiga,maruti,141672,new delhi,fwd,9
hatchback,manual,diesel,620000.0,1248.0,74.0,4.0,5.0,baleno,maruti,38645,noida,fwd,8
sedan,manual,diesel,535000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,79431,new delhi,fwd,10
sedan,manual,diesel,350000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,109663,new delhi,fwd,12
suv,manual,diesel,700000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,61107,new delhi,fwd,9
sedan,manual,diesel,550000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,80988,ghaziabad,fwd,9
hatchback,manual,diesel,190000.0,793.0,47.0,2.0,5.0,celerio,maruti,169672,new delhi,fwd,11
suv,manual,diesel,650000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,78969,new delhi,fwd,10
hatchback,manual,diesel,350000.0,1248.0,74.0,4.0,5.0,swift,maruti,171943,noida,fwd,12
hatchback,manual,diesel,500000.0,1248.0,74.0,4.0,5.0,swift,maruti,27370,new delhi,fwd,11
sedan,manual,diesel,450000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,120400,new delhi,fwd,12
suv,manual,diesel,560000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,117548,new delhi,fwd,9
suv,manual,diesel,650000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,47005,ghaziabad,fwd,8
muv,manual,diesel,450000.0,1248.0,88.76,4.0,7.0,ertiga,maruti,51567,ghaziabad,fwd,12
suv,manual,diesel,600000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,74300,ghaziabad,fwd,8
sedan,manual,diesel,397000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,51623,new delhi,fwd,12
muv,manual,diesel,550000.0,1248.0,88.5,4.0,7.0,ertiga,maruti,63621,new delhi,fwd,10
hatchback,manual,diesel,300000.0,1248.0,73.94,4.0,5.0,ritz,maruti,101678,new delhi,fwd,12
hatchback,manual,diesel,455999.99999999994,1248.0,74.0,4.0,5.0,baleno,maruti,130467,noida,fwd,11
hatchback,manual,diesel,270000.0,1248.0,74.0,4.0,5.0,swift,maruti,219870,noida,fwd,12
sedan,manual,diesel,300000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,33632,new delhi,fwd,12
suv,manual,diesel,525000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,51009,new delhi,fwd,10
sedan,manual,diesel,310000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,73657,noida,fwd,12
suv,manual,diesel,805000.0000000001,1248.0,88.5,4.0,5.0,vitara brezza,maruti,64960,noida,fwd,7
suv,manual,diesel,640000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,80893,ghaziabad,fwd,9
sedan,manual,diesel,480000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,139498,ghaziabad,fwd,10
muv,manual,diesel,470000.0,1248.0,88.76,4.0,7.0,ertiga,maruti,90819,noida,fwd,13
sedan,manual,diesel,475000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,68895,new delhi,fwd,10
suv,manual,diesel,800000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,16904,noida,fwd,9
sedan,manual,diesel,275000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,130138,ghaziabad,fwd,12
suv,manual,diesel,600000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,93346,new delhi,fwd,9
sedan,manual,diesel,500000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,92025,ghaziabad,fwd,11
sedan,manual,diesel,600000.0,1248.0,74.02,4.0,5.0,swift dzire,maruti,42648,new delhi,fwd,8
hatchback,manual,diesel,450000.0,1248.0,74.0,4.0,5.0,swift,maruti,117084,new delhi,fwd,9
sedan,manual,diesel,325000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,70892,noida,fwd,11
suv,manual,diesel,470000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,36261,new delhi,fwd,10
sedan,manual,diesel,550000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,97538,ghaziabad,fwd,10
sedan,manual,diesel,400000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,135113,new delhi,fwd,11
sedan,manual,diesel,290000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,106095,new delhi,fwd,12
muv,manual,diesel,380000.0,1248.0,88.8,4.0,7.0,ertiga,maruti,111534,noida,fwd,14
suv,automatic,diesel,810000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,42142,new delhi,fwd,7
hatchback,manual,diesel,320000.0,1248.0,74.0,4.0,5.0,swift,maruti,124285,new delhi,fwd,12
muv,manual,diesel,550000.0,1248.0,88.8,4.0,7.0,ertiga,maruti,42718,new delhi,fwd,12
sedan,manual,diesel,750000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,63407,new delhi,fwd,9
sedan,manual,diesel,800000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,63097,new delhi,fwd,10
suv,manual,diesel,600000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,67996,noida,fwd,9
suv,automatic,diesel,720000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,71962,new delhi,fwd,8
hatchback,manual,diesel,350000.0,1248.0,74.0,4.0,5.0,swift,maruti,126016,ghaziabad,fwd,11
suv,manual,diesel,800000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,104087,ghaziabad,fwd,10
suv,manual,diesel,700000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,27384,ghaziabad,fwd,7
suv,manual,diesel,825000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,139054,new delhi,fwd,8
sedan,manual,diesel,465000.00000000006,1248.0,88.5,4.0,5.0,ciaz,maruti,67000,new delhi,fwd,10
sedan,manual,diesel,400000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,74038,new delhi,fwd,12
suv,manual,diesel,600000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,122398,new delhi,fwd,10
sedan,manual,diesel,400000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,127207,ghaziabad,fwd,12
muv,manual,diesel,550000.0,1248.0,88.76,4.0,7.0,ertiga,maruti,40122,new delhi,fwd,11
suv,manual,diesel,630000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,90754,noida,fwd,8
sedan,manual,diesel,525000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,80576,new delhi,fwd,9
suv,manual,diesel,600000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,85856,new delhi,fwd,10
sedan,manual,diesel,325000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,76265,ghaziabad,fwd,12
hatchback,manual,diesel,400000.0,1248.0,74.0,4.0,5.0,swift,maruti,77822,noida,fwd,10
hatchback,manual,diesel,320000.0,1248.0,74.0,4.0,5.0,swift,maruti,105085,noida,fwd,13
suv,manual,diesel,600000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,72450,ghaziabad,fwd,9
sedan,manual,diesel,260000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,125252,new delhi,fwd,12
suv,manual,diesel,636000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,122719,ghaziabad,fwd,10
hatchback,manual,diesel,325000.0,1248.0,74.0,4.0,5.0,swift,maruti,143761,new delhi,fwd,12
hatchback,manual,diesel,350000.0,1248.0,74.0,4.0,5.0,swift,maruti,128628,noida,fwd,13
sedan,manual,diesel,170000.0,1248.0,73.9,4.0,5.0,swift dzire,maruti,40575,ghaziabad,2 wd,17
sedan,manual,diesel,625000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,106957,new delhi,fwd,9
sedan,manual,diesel,475000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,137091,new delhi,fwd,9
sedan,manual,diesel,300000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,111868,noida,fwd,13
suv,manual,diesel,675000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,66092,new delhi,fwd,9
suv,manual,diesel,720000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,101044,new delhi,fwd,9
sedan,manual,diesel,250000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,85511,ghaziabad,fwd,12
hatchback,manual,diesel,395000.0,1248.0,74.0,4.0,5.0,swift,maruti,105147,noida,fwd,12
sedan,manual,diesel,335000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,70933,new delhi,fwd,12
sedan,manual,diesel,235000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,167320,new delhi,fwd,12
hatchback,manual,diesel,450000.0,1248.0,74.0,4.0,5.0,swift,maruti,132788,new delhi,fwd,10
suv,manual,diesel,530000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,118415,new delhi,fwd,10
sedan,manual,diesel,525000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,88491,ghaziabad,fwd,10
hatchback,manual,diesel,325000.0,1248.0,74.0,4.0,5.0,swift,maruti,109972,new delhi,fwd,12
suv,manual,diesel,810000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,49273,new delhi,fwd,7
sedan,manual,diesel,580000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,86154,noida,fwd,11
hatchback,manual,diesel,300000.0,1248.0,74.0,4.0,5.0,swift,maruti,160654,ghaziabad,fwd,12
suv,manual,diesel,457000.0,1598.0,118.0,4.0,5.0,sx4 s cross,maruti,56044,new delhi,fwd,10
hatchback,manual,diesel,430000.0,1248.0,74.0,4.0,5.0,swift,maruti,79605,ghaziabad,fwd,9
sedan,manual,diesel,596000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,50476,new delhi,fwd,9
sedan,manual,diesel,425000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,108190,ghaziabad,fwd,10
muv,manual,diesel,470000.0,1248.0,88.8,4.0,7.0,ertiga,maruti,42629,ghaziabad,fwd,12
suv,manual,diesel,550000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,117706,ghaziabad,fwd,10
sedan,manual,diesel,450000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,112494,noida,fwd,9
hatchback,manual,diesel,310000.0,1248.0,74.0,4.0,5.0,swift,maruti,77431,new delhi,fwd,12
sedan,manual,diesel,450000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,128897,noida,fwd,11
hatchback,manual,diesel,355000.0,1248.0,74.0,4.0,5.0,swift,maruti,42599,new delhi,fwd,12
sedan,manual,diesel,350000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,129809,ghaziabad,fwd,12
sedan,manual,diesel,350000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,105665,new delhi,fwd,11
sedan,manual,diesel,370000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,122714,new delhi,fwd,11
hatchback,manual,diesel,290000.0,1248.0,74.0,4.0,5.0,swift,maruti,116224,ghaziabad,fwd,13
suv,manual,diesel,650000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,46383,new delhi,fwd,7
hatchback,manual,diesel,320000.0,1248.0,74.0,4.0,5.0,swift,maruti,59392,new delhi,fwd,12
sedan,manual,diesel,300000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,163105,new delhi,fwd,12
hatchback,manual,diesel,250000.0,1248.0,73.94,4.0,5.0,ritz,maruti,122741,new delhi,fwd,13
sedan,manual,diesel,400000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,81804,new delhi,fwd,12
suv,manual,diesel,407000.0,1248.0,88.5,4.0,5.0,sx4 s cross,maruti,83477,new delhi,fwd,11
hatchback,manual,diesel,400000.0,1248.0,74.0,4.0,5.0,baleno,maruti,105622,new delhi,fwd,10
hatchback,manual,diesel,325000.0,1248.0,74.0,4.0,5.0,swift,maruti,140855,new delhi,fwd,13
hatchback,manual,diesel,290000.0,1248.0,74.0,4.0,5.0,swift,maruti,117781,new delhi,fwd,12
sedan,manual,diesel,350000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,73300,ghaziabad,fwd,12
sedan,manual,diesel,340000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,94717,ghaziabad,fwd,12
hatchback,manual,diesel,290000.0,1248.0,74.0,4.0,5.0,swift,maruti,75336,ghaziabad,fwd,12
sedan,manual,diesel,280000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,85942,ghaziabad,fwd,13
hatchback,manual,diesel,330000.0,1248.0,74.0,4.0,5.0,swift,maruti,51671,new delhi,fwd,12
suv,manual,diesel,700000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,59098,new delhi,fwd,9
hatchback,manual,diesel,315000.0,1248.0,74.0,4.0,5.0,swift,maruti,90639,new delhi,fwd,12
hatchback,manual,diesel,350000.0,1248.0,74.0,4.0,5.0,swift,maruti,99715,new delhi,fwd,12
sedan,manual,diesel,350000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,86545,new delhi,fwd,13
hatchback,manual,diesel,390000.0,1248.0,74.0,4.0,5.0,swift,maruti,91944,ghaziabad,fwd,10
hatchback,manual,diesel,380000.0,1248.0,74.0,4.0,5.0,swift,maruti,110105,new delhi,fwd,9
sedan,manual,diesel,300000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,83032,noida,fwd,13
sedan,manual,diesel,300000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,95010,noida,fwd,12
sedan,manual,diesel,600000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,39462,ghaziabad,fwd,9
hatchback,manual,diesel,300000.0,1248.0,74.0,4.0,5.0,swift,maruti,48750,ghaziabad,fwd,14
suv,manual,diesel,450000.0,1248.0,88.5,4.0,5.0,sx4 s cross,maruti,33095,ghaziabad,fwd,11
hatchback,manual,diesel,320000.0,1248.0,74.0,4.0,5.0,swift,maruti,130636,new delhi,fwd,12
sedan,manual,diesel,500000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,52864,new delhi,fwd,10
suv,manual,diesel,600000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,45339,new delhi,fwd,9
sedan,manual,diesel,350000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,50441,ghaziabad,fwd,11
hatchback,manual,diesel,229999.99999999997,1248.0,73.94,4.0,5.0,ritz,maruti,125641,new delhi,fwd,12
suv,automatic,diesel,950000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,16514,new delhi,fwd,7
suv,manual,diesel,470000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,87119,new delhi,fwd,10
hatchback,manual,diesel,370000.0,1248.0,74.0,4.0,5.0,swift,maruti,145874,noida,fwd,11
sedan,manual,diesel,550000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,84111,new delhi,fwd,10
hatchback,manual,diesel,400000.0,1248.0,74.0,4.0,5.0,swift,maruti,78706,noida,fwd,9
muv,manual,diesel,550000.0,1248.0,88.5,4.0,7.0,ertiga,maruti,126062,new delhi,fwd,10
sedan,manual,diesel,350000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,106417,ghaziabad,fwd,12
suv,manual,diesel,459999.99999999994,1248.0,88.5,4.0,5.0,sx4 s cross,maruti,83313,ghaziabad,fwd,9
sedan,manual,diesel,330000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,76622,new delhi,fwd,12
sedan,manual,diesel,400000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,82113,ghaziabad,fwd,12
suv,manual,diesel,475000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,73802,new delhi,fwd,9
hatchback,manual,diesel,337000.0,1248.0,74.0,4.0,5.0,swift,maruti,108574,ghaziabad,fwd,12
sedan,manual,diesel,542000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,95497,noida,fwd,9
sedan,manual,diesel,350000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,78413,new delhi,fwd,12
hatchback,manual,diesel,250000.0,1248.0,73.94,4.0,5.0,ritz,maruti,130918,new delhi,fwd,11
sedan,manual,diesel,413999.99999999994,1248.0,88.5,4.0,5.0,ciaz,maruti,103952,ghaziabad,fwd,12
hatchback,manual,diesel,320000.0,1248.0,74.0,4.0,5.0,swift,maruti,90262,noida,fwd,12
sedan,manual,diesel,372000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,32003,ghaziabad,fwd,12
sedan,manual,diesel,449000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,110182,noida,fwd,10
suv,manual,diesel,656000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,23257,ghaziabad,fwd,8
suv,manual,diesel,428000.0,1248.0,88.5,4.0,5.0,sx4 s cross,maruti,95368,ghaziabad,fwd,11
hatchback,manual,diesel,409999.99999999994,1248.0,74.0,4.0,5.0,swift,maruti,47730,ghaziabad,fwd,11
sedan,manual,diesel,592000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,96700,noida,fwd,9
sedan,manual,diesel,322000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,106336,noida,fwd,13
sedan,manual,diesel,308000.0,1248.0,74.0,4.0,5.0,swift dzire,maruti,97426,ghaziabad,fwd,12
sedan,manual,diesel,469000.00000000006,1248.0,88.5,4.0,5.0,ciaz,maruti,90017,ghaziabad,fwd,10
